Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
SLC4A1,-0.20269743,-0.02693012,0.032046527,-0.15620467,0.10488812,-0.09558644,0.043432105,0.17059083,-0.020483606,-0.12625344,0.030806217,0.18929678,-0.1770598,-0.13752447,-0.064249314,-0.068142936,0.018336747,0.17170057,0.017267432,0.20317419,-0.041127786,0.3464318,-0.042580895,-0.09980461,-0.118114,0.04332278,0.023618845,0.07147849,0.03602378,0.04522216,-0.16624859,0.038157456,0.050106306,0.037359066,-0.1300172,0.009517057,-0.039348155,0.020467397,-0.052651223,-0.1020318,-0.06255826,-0.17257142,-0.036553994,0.11992623,-0.15122911,0.0051380396,0.10538919,0.2647794,-0.010234214,0.029644132,-0.1078429,-0.07502049,-0.14955136,-0.0140437,-0.048138496,-0.027747717,-0.11775429,-0.01831302,-0.0575773,0.10117736,0.0507088,0.013174727,-0.03072342,0.077826045
ACTN3,-0.21683939,0.010009844,0.019571364,-0.16131096,0.045226768,-0.08515809,0.018376276,0.033925787,0.05005056,-0.111161195,0.08670975,0.091146596,-0.14522195,-0.0066237003,0.035324227,-0.009893008,0.003754586,0.15523781,0.013728399,0.14950909,0.015981838,0.2587657,0.06069246,-0.051849097,-0.1130957,0.09428235,0.021833884,0.060723305,0.052063547,0.025378404,-0.053781126,0.012086257,0.027149398,0.07122414,-0.14738414,0.00030390732,0.06782472,0.026606742,-0.06638621,0.007892223,-0.04624136,0.007460527,0.05494546,0.12048783,-0.10226876,0.0031835064,0.034164317,0.16391903,0.018174827,0.05840703,-0.0294175,-0.070412874,-0.13348646,-0.044028293,-0.039805587,-0.026148763,-0.0072640926,-0.045488313,-0.02696771,0.09056457,0.026086725,0.053290084,-0.024434654,0.083495975
KIRREL3,-0.2779035,-0.11430374,-0.020597756,-0.17743208,-0.046129182,-0.031507235,-0.09239824,-0.00012886431,-0.054009385,-0.049936656,0.027623132,0.20705953,-0.12280267,0.002202846,-0.07177967,0.02078417,-0.03310189,0.19683371,-0.012611672,0.2878778,0.15802844,0.35597065,0.06438223,-0.031635314,-0.086690694,-0.0043399576,0.0048887096,0.019603932,0.12191241,-0.05363982,-0.10146251,0.12953675,-0.081861466,-0.02494164,-0.23945326,-0.049274813,0.0630018,0.13180546,-0.12179086,-0.11368425,0.02334835,-0.14610434,0.0552117,0.09054114,-0.06927653,0.10679962,0.08608076,0.21483192,-0.14177123,0.010326482,0.0011396669,-0.05000627,-0.07035411,-0.06684685,-0.06559019,-0.05380803,0.0055302354,-0.16958906,0.037618995,0.05400098,-0.083266675,0.014408975,-0.03940335,0.129138
ADAM33,-0.060092565,0.1422857,0.16520731,-0.11891605,0.40379253,-0.19030382,0.3088559,0.47612107,0.052016396,-0.26802817,0.044547416,0.20166403,-0.25392878,-0.41441208,-0.0558049,-0.24566834,0.10280194,0.11030425,0.08262017,0.060429916,-0.37372488,0.30263317,-0.22108012,-0.19352235,-0.17265585,0.16463685,0.06894821,0.17400125,-0.12597969,0.2325761,-0.24940906,-0.10158959,0.31178916,0.16184904,0.10022174,0.12927519,-0.24479522,-0.1978361,0.07938579,-0.086802535,-0.23307805,-0.19695938,-0.2063179,0.1982587,-0.2552164,-0.1370165,0.1433246,0.36354464,0.24558844,0.060004298,-0.29050052,-0.12539099,-0.29638794,0.11146347,0.0020152377,0.031172518,-0.33670044,0.28119776,-0.20433661,0.1936913,0.3117133,0.04977443,0.030824715,0.019054063
AFDN,-0.060092565,0.1422857,0.16520731,-0.11891605,0.40379253,-0.19030382,0.3088559,0.47612107,0.052016396,-0.26802817,0.044547416,0.20166403,-0.25392878,-0.41441208,-0.0558049,-0.24566834,0.10280194,0.11030425,0.08262017,0.060429916,-0.37372488,0.30263317,-0.22108012,-0.19352235,-0.17265585,0.16463685,0.06894821,0.17400125,-0.12597969,0.2325761,-0.24940906,-0.10158959,0.31178916,0.16184904,0.10022174,0.12927519,-0.24479522,-0.1978361,0.07938579,-0.086802535,-0.23307805,-0.19695938,-0.2063179,0.1982587,-0.2552164,-0.1370165,0.1433246,0.36354464,0.24558844,0.060004298,-0.29050052,-0.12539099,-0.29638794,0.11146347,0.0020152377,0.031172518,-0.33670044,0.28119776,-0.20433661,0.1936913,0.3117133,0.04977443,0.030824715,0.019054063
ANG,-0.24095872,-0.07594223,-0.0044092545,-0.16495794,0.013019832,-0.06948183,-0.037277747,0.07493092,-0.03509922,-0.089324534,0.023066107,0.20414636,-0.1582214,-0.052073874,-0.059407707,-0.017509535,-0.002079513,0.19518892,-0.009125397,0.24836811,0.08099528,0.35885158,0.010200992,-0.055499405,-0.11706909,0.014254814,0.0044012293,0.048667163,0.07776168,-0.008810531,-0.13359797,0.09419625,-0.028705642,0.009952618,-0.20218125,-0.02419227,0.023116872,0.07018086,-0.09129887,-0.102581605,-0.019399628,-0.17202991,0.014775924,0.1056141,-0.09560628,0.062300876,0.09000753,0.22649446,-0.07908326,0.025959179,-0.04234481,-0.059115753,-0.10996526,-0.04564574,-0.054471772,-0.040829178,-0.038199626,-0.10719694,0.006873397,0.071981475,-0.028867688,0.014883249,-0.040954053,0.11280522
ARHGEF6,-0.30802944,-0.0076641105,-0.105360836,-0.1835599,-0.21201234,-0.02704557,-0.16091724,-0.3161792,0.11635481,-0.019890198,0.17928727,-0.13765632,-0.08977991,0.34606183,0.20175369,0.26614577,-0.04999383,0.16852275,-0.03337676,0.14893384,0.20355292,0.16847321,0.2811052,0.021503253,-0.08745401,0.08401019,-0.012744736,-0.0034028552,0.15485726,-0.09812752,0.11640364,0.0073626116,-0.14855605,0.051378153,-0.3061128,-0.07908416,0.39203495,0.14669906,-0.15450706,0.22100371,0.064956725,0.28415146,0.2777847,0.053362694,-0.049758352,0.0055352896,-0.09882817,-0.04948078,-0.07074663,0.104067795,0.15314752,-0.035478972,-0.03938802,-0.18896109,-0.0692417,-0.06211942,0.25999242,-0.24539979,0.048948035,0.02829054,-0.15087621,0.050899595,-0.09892073,0.06586957
BANP,-0.24088115,-0.07611272,-0.0042838166,-0.16493566,0.013323264,-0.06933677,-0.037143778,0.0755427,-0.035403624,-0.08940057,0.023065982,0.20473494,-0.15832347,-0.052214157,-0.059877444,-0.017609667,-0.002024997,0.1952588,-0.009102026,0.24864762,0.08084901,0.3592193,0.009759665,-0.055629194,-0.11709992,0.014078071,0.004418809,0.04872618,0.07767748,-0.008713599,-0.13404584,0.094404854,-0.028576583,0.009827631,-0.20206939,-0.024132332,0.02300851,0.07011974,-0.09122919,-0.10257444,-0.019491732,-0.17284465,0.014354683,0.105668396,-0.09569225,0.062420115,0.09034175,0.22696722,-0.07918757,0.02580899,-0.042651907,-0.059143074,-0.110040426,-0.04544225,-0.054469604,-0.040814813,-0.038674902,-0.10704844,0.0068227444,0.072027825,-0.028735895,0.01478134,-0.040893853,0.112880535
BHLHE22,-0.24088115,-0.07611272,-0.0042838166,-0.16493566,0.013323264,-0.06933677,-0.037143778,0.0755427,-0.035403624,-0.08940057,0.023065982,0.20473494,-0.15832347,-0.052214157,-0.059877444,-0.017609667,-0.002024997,0.1952588,-0.009102026,0.24864762,0.08084901,0.3592193,0.009759665,-0.055629194,-0.11709992,0.014078071,0.004418809,0.04872618,0.07767748,-0.008713599,-0.13404584,0.094404854,-0.028576583,0.009827631,-0.20206939,-0.024132332,0.02300851,0.07011974,-0.09122919,-0.10257444,-0.019491732,-0.17284465,0.014354683,0.105668396,-0.09569225,0.062420115,0.09034175,0.22696722,-0.07918757,0.02580899,-0.042651907,-0.059143074,-0.110040426,-0.04544225,-0.054469604,-0.040814813,-0.038674902,-0.10704844,0.0068227444,0.072027825,-0.028735895,0.01478134,-0.040893853,0.112880535
CADM1,-0.24088115,-0.07611272,-0.0042838166,-0.16493566,0.013323264,-0.06933677,-0.037143778,0.0755427,-0.035403624,-0.08940057,0.023065982,0.20473494,-0.15832347,-0.052214157,-0.059877444,-0.017609667,-0.002024997,0.1952588,-0.009102026,0.24864762,0.08084901,0.3592193,0.009759665,-0.055629194,-0.11709992,0.014078071,0.004418809,0.04872618,0.07767748,-0.008713599,-0.13404584,0.094404854,-0.028576583,0.009827631,-0.20206939,-0.024132332,0.02300851,0.07011974,-0.09122919,-0.10257444,-0.019491732,-0.17284465,0.014354683,0.105668396,-0.09569225,0.062420115,0.09034175,0.22696722,-0.07918757,0.02580899,-0.042651907,-0.059143074,-0.110040426,-0.04544225,-0.054469604,-0.040814813,-0.038674902,-0.10704844,0.0068227444,0.072027825,-0.028735895,0.01478134,-0.040893853,0.112880535
CADM2,-0.27792278,-0.11425784,-0.020629853,-0.17743903,-0.046209604,-0.031545646,-0.092433214,-0.00029322412,-0.05392738,-0.049915627,0.027623909,0.20690149,-0.12277325,0.0022393279,-0.07165332,0.02080977,-0.033117224,0.19681364,-0.012616755,0.28780198,0.15806709,0.35587013,0.064502634,-0.03159921,-0.08668035,-0.0042903367,0.0048851185,0.01958774,0.12193494,-0.053665675,-0.10134174,0.12947986,-0.081894964,-0.024908101,-0.23948082,-0.049290746,0.06302959,0.13182272,-0.1218095,-0.11368716,0.023372997,-0.14588141,0.055325754,0.09052663,-0.06925319,0.10676791,0.085991725,0.21470574,-0.14174281,0.010365948,0.0012221783,-0.049999557,-0.070333466,-0.06690079,-0.06559073,-0.053811993,0.0056570275,-0.16962789,0.03763175,0.053988777,-0.08330147,0.014437138,-0.039419293,0.12911788
CBLL1,-0.15211949,0.0614918,0.07172878,-0.14289874,0.19160683,-0.12880962,0.13596827,0.22493254,0.043772925,-0.17559293,0.061333697,0.12701039,-0.1966629,-0.18587744,-0.007363543,-0.0884015,0.046938058,0.13932592,0.04072853,0.1129652,-0.15994531,0.2874164,-0.06562003,-0.12327024,-0.13748172,0.11303016,0.03940599,0.107815236,-0.020767562,0.11056056,-0.14982915,-0.042573594,0.14142688,0.10252947,-0.049655132,0.051282622,-0.05935339,-0.06253542,-0.007002905,-0.032275103,-0.121978864,-0.090410806,-0.057743087,0.1461058,-0.18352817,-0.0660884,0.08294793,0.25066215,0.10630554,0.05927231,-0.14683852,-0.092527516,-0.20087717,0.014249805,-0.02747788,-0.0050908886,-0.15246826,0.08679688,-0.110943355,0.13343899,0.14136332,0.039867014,-0.012990354,0.045813143
CDH11,-0.16039036,0.019699577,0.067092806,-0.14400713,0.18404667,-0.12379183,0.115259334,0.25325456,0.0017907061,-0.1675238,0.032720573,0.19200546,-0.20131117,-0.21133912,-0.059388917,-0.115953654,0.045186043,0.1579323,0.03227669,0.16250189,-0.13008106,0.33568057,-0.0937257,-0.124177426,-0.13820606,0.0767444,0.032686763,0.104127854,-0.011409017,0.098004065,-0.18952426,0.00047390908,0.12019949,0.07539072,-0.0713048,0.04225691,-0.09486058,-0.04514763,-0.016187383,-0.095633596,-0.11179732,-0.18261549,-0.08270845,0.14295211,-0.1761065,-0.03312365,0.11370096,0.28652152,0.06297222,0.040289164,-0.15590698,-0.08911228,-0.19172755,0.02121367,-0.032766666,-0.010215279,-0.174213,0.06367321,-0.09427232,0.12649241,0.120592445,0.024417222,-0.015983684,0.064457856
CDH12,-0.14716855,0.054185484,0.0793497,-0.14142881,0.20926946,-0.13221356,0.14487141,0.25815678,0.0292711,-0.18074363,0.046007067,0.15733252,-0.20255831,-0.22005522,-0.030874502,-0.11331807,0.05050867,0.14246497,0.04230982,0.12608294,-0.16921365,0.30537584,-0.08916096,-0.13008216,-0.13979785,0.105267294,0.04055481,0.1116768,-0.026448555,0.117019065,-0.1726673,-0.03270825,0.15005137,0.09756363,-0.04234516,0.055258635,-0.09284154,-0.067652926,-0.0024032267,-0.06348491,-0.12811771,-0.13181585,-0.080255195,0.14978775,-0.18787642,-0.060768917,0.09986281,0.2749444,0.10326776,0.052020654,-0.16343273,-0.094274044,-0.20601477,0.025689382,-0.026784226,-0.0037869178,-0.1778243,0.09667765,-0.114154175,0.13656135,0.1501555,0.035486154,-0.009078039,0.049687535
CDH13,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH19,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH5,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH6,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH7,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH8,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CDH9,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CLDN11,-0.24989069,-0.08445862,-0.008024395,-0.16843927,0.0015783329,-0.06370047,-0.04761989,0.06020458,-0.041382708,-0.0788569,0.025882322,0.19658303,-0.14791054,-0.04268415,-0.065334395,-0.009440083,-0.010533813,0.19294673,-0.006221896,0.25514805,0.08772464,0.35675603,0.02264224,-0.056999758,-0.10327456,0.00840058,0.007075742,0.04001556,0.089372486,-0.018430986,-0.12853085,0.09545652,-0.038971156,-0.00023999251,-0.2086346,-0.029699922,0.030449659,0.08895953,-0.09756951,-0.10678916,-0.007356435,-0.16181105,0.023541309,0.099119775,-0.0992457,0.066542655,0.090498015,0.22676171,-0.09450087,0.020086557,-0.03720177,-0.058445804,-0.10000096,-0.05120128,-0.060242433,-0.04492491,-0.03471597,-0.11968616,0.0048025195,0.069557615,-0.039302114,0.0102258315,-0.043778285,0.10966581
CLDN15,-0.19835751,-0.031792562,0.027734637,-0.15209648,0.0908107,-0.10089739,0.033127222,0.16114192,-0.0158137,-0.13079049,0.024513502,0.20425975,-0.1840789,-0.12408097,-0.057311382,-0.06675016,0.025919508,0.1839195,0.005265095,0.20751962,-0.012349114,0.35232875,-0.04449918,-0.084225625,-0.13640915,0.043123208,0.012737159,0.0807767,0.030819047,0.043527424,-0.1629608,0.05415798,0.039375585,0.046311118,-0.14681979,0.007288764,-0.030835688,0.0066758655,-0.055257767,-0.09537925,-0.06682114,-0.18843257,-0.033029802,0.12617208,-0.1258827,0.019771606,0.099809535,0.24938878,-0.008349873,0.03545738,-0.09342919,-0.07324379,-0.15177953,-0.011977386,-0.041377615,-0.024585363,-0.09773537,-0.027354755,-0.033680364,0.09718564,0.039714925,0.02094002,-0.031658053,0.095958926
CLDN16,-0.22398616,-0.039863955,0.013860046,-0.16194892,0.051119536,-0.08059671,0.0017991997,0.09593882,-0.012759427,-0.104158215,0.032063924,0.17119053,-0.15953183,-0.07583821,-0.04165964,-0.04034558,0.0032302812,0.17570788,0.0064155413,0.212926,0.023238614,0.33170342,0.0052883625,-0.07151112,-0.11352027,0.04195682,0.016312882,0.05880451,0.059939533,0.015593581,-0.12655815,0.05593445,0.010102212,0.029425425,-0.16343023,-0.0075584077,-0.003509432,0.046655107,-0.07374788,-0.09341952,-0.039285973,-0.12891626,0.0068862736,0.11268222,-0.119440354,0.030564122,0.08403989,0.22783904,-0.037169434,0.033791944,-0.062079467,-0.06708963,-0.12667774,-0.035575505,-0.04955421,-0.033372458,-0.059487417,-0.06347254,-0.024267528,0.08630802,0.009234507,0.022357062,-0.03268662,0.09250397
CLDN17,-0.2200321,-0.03393359,0.019643098,-0.16137585,0.062828526,-0.081960194,0.011819476,0.10634829,-0.011625007,-0.10741725,0.03426784,0.1686328,-0.15939745,-0.08776675,-0.043739684,-0.043524977,0.0039340295,0.17116538,0.011160346,0.20828712,0.0077085644,0.32869893,0.00066643953,-0.07739551,-0.11093214,0.046236627,0.020078314,0.060883265,0.056206763,0.021545265,-0.12925844,0.048831202,0.019997843,0.031267136,-0.15300594,-0.0034097354,-0.01006256,0.042757336,-0.069394074,-0.092895746,-0.043739375,-0.12604135,0.0010812432,0.11425498,-0.1271632,0.024611413,0.08656074,0.23378104,-0.030034728,0.03312979,-0.069978714,-0.06931512,-0.1303224,-0.03136414,-0.049091574,-0.031897154,-0.07000266,-0.052330464,-0.033102706,0.09029012,0.019000081,0.0224794,-0.030152215,0.087757595
CLDN18,-0.2200321,-0.03393359,0.019643098,-0.16137585,0.062828526,-0.081960194,0.011819476,0.10634829,-0.011625007,-0.10741725,0.03426784,0.1686328,-0.15939745,-0.08776675,-0.043739684,-0.043524977,0.0039340295,0.17116538,0.011160346,0.20828712,0.0077085644,0.32869893,0.00066643953,-0.07739551,-0.11093214,0.046236627,0.020078314,0.060883265,0.056206763,0.021545265,-0.12925844,0.048831202,0.019997843,0.031267136,-0.15300594,-0.0034097354,-0.01006256,0.042757336,-0.069394074,-0.092895746,-0.043739375,-0.12604135,0.0010812432,0.11425498,-0.1271632,0.024611413,0.08656074,0.23378104,-0.030034728,0.03312979,-0.069978714,-0.06931512,-0.1303224,-0.03136414,-0.049091574,-0.031897154,-0.07000266,-0.052330464,-0.033102706,0.09029012,0.019000081,0.0224794,-0.030152215,0.087757595
CLDN2,-0.38483027,-0.25174114,-0.1671224,-0.19484745,-0.3401105,0.056325898,-0.34072912,-0.27045923,-0.08680609,0.042393662,-0.014176309,0.23092878,-0.11078375,0.30034417,-0.015893929,0.20798367,-0.06809914,0.29758674,-0.11704627,0.39036947,0.5160351,0.414245,0.19464985,0.097951904,-0.12468274,-0.10827159,-0.07678586,-0.04245128,0.22371937,-0.20964792,-0.03713652,0.27967995,-0.32359368,-0.08009939,-0.4901441,-0.15204854,0.26978117,0.24450573,-0.23280391,-0.09722467,0.14616998,-0.1750597,0.21261281,0.03979117,0.08531526,0.22937553,0.022057652,0.071152866,-0.3270939,0.022237964,0.19180024,0.0012017395,0.027843602,-0.188203,-0.08567395,-0.09687388,0.26157147,-0.44682544,0.2283904,-0.04137446,-0.32557118,-0.002587662,-0.113720536,0.21428621
CLDN22,-0.164704,0.08080253,0.048530295,-0.14600904,0.14161418,-0.121234246,0.11020769,0.1356931,0.08312844,-0.16285291,0.1006338,0.04582739,-0.18428311,-0.09165048,0.057930578,-0.020279206,0.03940463,0.13357522,0.033713616,0.07738331,-0.13305566,0.24196598,-0.00468681,-0.10428284,-0.13553171,0.1322759,0.03383791,0.09905937,-0.0069013657,0.09310815,-0.09071052,-0.068299234,0.11635341,0.11703671,-0.0727466,0.040031202,0.031921953,-0.05160259,-0.019699018,0.05254904,-0.106458955,0.016263522,0.0027026907,0.13612905,-0.17080835,-0.08109973,0.036584042,0.18306023,0.11479589,0.08066253,-0.10155841,-0.087203205,-0.1880786,-0.017890956,-0.028840814,-0.008451249,-0.08195207,0.05851703,-0.10009982,0.12416758,0.115869835,0.05086699,-0.0258629,0.03602764
CLDN23,-0.1695684,0.03251757,0.05705577,-0.14757018,0.15667322,-0.11676842,0.10093556,0.19898573,0.023958627,-0.15939763,0.04900172,0.14524803,-0.18943036,-0.1655466,-0.022163872,-0.077683315,0.036930807,0.15127595,0.03188353,0.14160623,-0.11515621,0.3053403,-0.05472002,-0.11265743,-0.13327391,0.09096996,0.03300491,0.09655917,-0.0007054806,0.08696429,-0.15190575,-0.015146129,0.10727685,0.081048585,-0.07983648,0.0372212,-0.05124128,-0.035837892,-0.023488088,-0.05544872,-0.10188743,-0.11377553,-0.04734876,0.13717394,-0.17023508,-0.0404104,0.08751303,0.2494803,0.06627464,0.05112142,-0.12935671,-0.08620276,-0.18230627,0.0026349463,-0.034198035,-0.012258586,-0.13350417,0.048232604,-0.08820139,0.12188945,0.10714114,0.031623095,-0.020397795,0.056957863
CLDN3,-0.18457827,0.0033641644,0.048795983,-0.15185744,0.13535084,-0.10584177,0.075118005,0.1888183,2.0574778e-05,-0.14399233,0.03372582,0.17213297,-0.18178293,-0.16269353,-0.04719624,-0.07879987,0.026783466,0.16002443,0.026895229,0.17387825,-0.08061398,0.32586545,-0.05094599,-0.106901094,-0.12472727,0.069124125,0.030176513,0.08557071,0.016739437,0.067787215,-0.16050388,0.012523025,0.08187345,0.05845467,-0.10062779,0.025448164,-0.05824153,-0.00946093,-0.0367572,-0.08983567,-0.08421801,-0.14552662,-0.045754004,0.13031486,-0.16130242,-0.015309915,0.0993529,0.261358,0.028490417,0.03875465,-0.12090017,-0.08161975,-0.16643657,-0.0024839453,-0.04037119,-0.01892167,-0.12989075,0.01898282,-0.07309449,0.11327168,0.08178054,0.023429655,-0.02251005,0.068026155
CLDN6,-0.42768428,-0.15318921,-0.2539556,-0.2046097,-0.53645,0.020421384,-0.4321871,-0.626811,0.10066126,0.08259442,0.15406525,-0.10467699,-0.06177602,0.70450866,0.27998963,0.36779103,-0.090809,0.27143735,-0.1470223,0.24817166,0.63364214,0.21928178,0.45440125,0.19336036,-0.12963341,-0.004809523,-0.10107966,-0.072025836,0.26695195,-0.2698149,0.22965601,0.17033795,-0.41140518,0.0060230438,-0.5756501,-0.19059509,0.6079271,0.26436746,-0.2765143,0.24242361,0.19755192,0.29403844,0.46945968,0.011777568,0.16101585,0.1652108,-0.17961341,-0.22165805,-0.2596513,0.121161886,0.388883,0.02130423,0.068004414,-0.31323174,-0.08029384,-0.10435274,0.56835693,-0.5472424,0.28281003,-0.0766524,-0.4152222,0.06345764,-0.15539515,0.18432632
CLDN8,-0.43932837,-0.17601308,-0.25298184,-0.20700073,-0.56154686,0.026759462,-0.4559154,-0.6516855,0.10029261,0.092772834,0.1499787,-0.068155095,-0.04591859,0.73896575,0.27594486,0.3382517,-0.09617631,0.27988356,-0.15540816,0.25836885,0.70368934,0.22540028,0.48111063,0.22849046,-0.12961666,-0.0030124132,-0.107072756,-0.07928267,0.278937,-0.2855688,0.2582476,0.21119153,-0.4345252,0.0062828157,-0.59774154,-0.20054789,0.60821825,0.27594543,-0.2877215,0.22606598,0.21027736,0.29433694,0.4882082,0.020149726,0.2136555,0.20960842,-0.1838382,-0.23204125,-0.27593452,0.11528387,0.42331505,0.025749138,0.07893775,-0.3082971,-0.07468442,-0.10513067,0.60174817,-0.57370305,0.32326266,-0.08532864,-0.43810734,0.083869606,-0.13997298,0.22127491
